Date	AAPL	AMGN	AXP	BA	CAT	CRM	CSCO	CVX	DIS	DOW	GS	HD	HON	IBM	INTC	JNJ	JPM	KO	MCD	MMM	MRK	MSFT	NKE	PG	TRV	UNH	V	VZ	WBA	WMT
2019-03-20	0.010310238171440063	-0.0019863311515589343	-0.013361679319963248	0.003888856149482174	-0.006146079423904208	-0.002016202548185355	0.0018793178965077725	-0.0028030168467943705	-0.0029051287020780366	-0.05754880364563805	-0.03045969354830357	0.009719315210751913	-0.00574206737536009	-0.006639782423399328	-0.00444942662293534	-0.007546720116883266	-0.018109086385546255	0.002859283878758571	0.00863312711742378	-0.003354889047103187	0.0028060970163772702	0.0011067836097541207	-0.00930022832053026	-9.832524957951721e-05	-0.013387517718218068	-0.02728888951091709	-0.0038300306152839036	0.0027782593367513173	-0.013289234324246588	-0.005661130858718064
2019-03-21	0.026331619514912582	0.011320301643509029	0.016773777898287847	-0.0035889271740067734	0.014274105236183283	0.022901757228973193	0.01607204829184193	0.007896964825650733	-0.01316525504376974	-0.020410976823438322	0.008671510686718484	0.0238112893352358	0.013214104247461235	0.016682480976787404	0.013264771446796346	0.007997178783468258	-0.006008887195697391	-0.0004393773884522956	0.01040969831764713	0.01349650675298933	0.010299961375253701	0.025953612313735594	0.008787551811703315	0.011876265657054883	0.02784562186286396	0.01129279889982627	0.016045864741158985	0.012255250779665529	0.014251986547301162	0.008210451764988363
2019-03-22	-0.022206421405453546	-0.02256098298718108	-0.01658023786009871	-0.018113647590095393	-0.02451029305769031	-0.027241693256686333	-0.02194177388270922	-0.014197239133358427	-0.0009235175363202932	-0.004106797715333914	-0.01944348340941106	-0.0029624819963437856	-0.011294534943811092	-0.010840992597019117	-0.02117863303994049	-0.006116645639062352	-0.020439222691502976	0.010285706696857118	0.004560411557335438	-0.017581223647789614	-0.007506127898684871	-0.020715151362387756	-0.035967728151687924	-0.008033742303575562	0.00729112490055267	-0.013985723927384388	-0.012465253198579681	0.027138682136092006	-0.019359557530022588	-0.0030478846192219322
2019-03-25	-0.014569562197451306	-0.0002679476603133704	-0.002198588867533868	0.01484810004637796	0.013718332441770188	0.004048519459808023	0.0005690748367566864	-0.00032544883191003776	-0.006473084856626781	0.011253378128761891	-0.004340507196579176	0.004915015014462207	0.0	0.00086262548997426	-0.0035934306545741825	-0.002193647026726179	-0.0066491887517931055	0.0037000405706446153	-0.0028496875351333526	-0.0012294982331539283	0.0034059892302846463	0.009392999619355585	0.010377950992681736	0.0029466224867692524	-0.0011849491392851071	-0.0022659132458497113	0.004387827009670878	0.007518216885426432	-0.01032105923715255	0.00377604280771476
2019-03-26	-0.025738032795124495	0.0038316326302860206	-0.004464883890426911	-0.013941943210953938	-0.00642656056342921	-0.012654838733020186	0.0007517556493032182	0.0029044039716205872	0.01592417521081846	-0.0030659508578416406	0.003467137640019545	-0.007104764290247818	0.00388103320369678	0.0020703615588711106	0.0022480139435478567	0.01190587311099392	0.0010012865079126506	0.01012833209587102	0.004436977605348492	0.010867589314471439	0.0019314353893099723	-0.006003476917944751	-0.0029938350392546514	0.005645826388304995	-0.004582832854759474	-0.015775299795262352	0.009900742493016972	0.005457746619837844	0.0009694225865914454	-0.00040676139939804757
2019-03-27	-0.0014845386236882487	-0.010305201794027915	-0.006402628078318904	0.006218963315497943	-0.008122467089374152	-0.024705222763482033	-0.0030063880117979216	-0.009644702721722338	-0.001540327149434896	0.022200679523527306	-0.0029950752332162985	-0.002111343634298246	-0.0013993210462641505	-0.00836764119088279	-0.00805625537938615	0.0007933976615472116	-0.0030080783109412124	-0.000857836522926795	-0.0006930821811635334	-0.0011578071333345884	-0.007626763518363786	-0.009460975230310708	-0.0071952116139206036	0.001361464638535471	0.008987839871007887	-0.005075821087792717	-0.008072632493194381	0.005270099292301056	0.008553247948480624	-0.009521447027623768
2019-03-28	-0.0012179720766093262	0.0030421504097322563	-0.0023789425132671933	-0.0057520494062467935	0.0035569813886148086	-0.003281180115195761	0.0031910301101089433	0.0034199054363991898	0.0009940863099151694	-0.0009828610473340956	0.0023040813750347627	0.0007895039281713264	0.005819843113791031	7.141045810325154e-05	-0.0026325586630113382	-0.0012951910438366125	0.007074904581232473	-0.0021445101898839823	0.007525995702278536	0.0025448302253373483	-0.0019344711505821226	-0.0043521178926176	0.001309765139935894	0.0023204640834325963	0.0013887446564647403	-0.001485090063975144	-0.0016795515222375582	-0.030012242442050353	0.00272324030568479	-0.004724732491054159
2019-03-29	0.0006319191193123858	0.00321603348272804	-0.00820044592248766	0.012930027880546278	0.011058077450375795	0.009516630930299991	0.005385859596413192	-0.00889037196627018	-0.00476211680322386	0.04172628195908077	-0.003587427799890077	0.005434476828981246	-0.0016975532789404344	0.004261330152138119	-0.001860437264450403	0.0036549617592479666	-0.0030576297635589323	0.0040629253770110806	-0.0018414110642381212	-0.007240996155224668	0.0020461289632460176	-0.0011016250615492914	-0.004620580405838103	0.0018277378765185943	-0.004074493039719321	0.012084375698670897	0.0029495194284401816	-0.0011831268808660002	0.00825271238198205	-0.0006149811601691017
2019-04-01	-0.002089396348204715	0.003290618919696938	0.012703410134989138	0.014768634341475417	0.018421745215344267	0.006723049329312103	0.009135820972256094	0.008600990866843843	0.008210718189939318	0.02268529741883628	0.014024928942214968	0.013637829996904723	0.009145559219640385	0.012570002997282047	0.003123533478059826	-0.007241023581793518	0.024083545674757248	-0.005762484186348395	-0.011137915629302617	0.009719646216451874	-0.005148735239028465	0.0005883069187568479	0.0022317791214298906	-0.005676678153452387	0.0033384653317028185	-0.016840432018730877	-0.0017154569359476978	-0.005064143810880279	-0.0009445460110520899	-0.0015322698250770346
2019-04-02	0.015216766464899018	0.0032271271653933203	-0.001890096285997159	0.005774799493883958	0.00028542873450906707	-0.002178213568288942	0.005258891676013117	-0.0021588514044233857	-0.01057272909501737	0.0202934337571242	0.006400156398871908	-0.006105570126976139	-0.0017372757661139652	-0.0024444648604518325	-0.003122386041173452	-0.009395759979979216	0.005149252543100054	-0.0038577052934654203	-0.0029687640110026984	-0.0005184184090563938	-0.002999925349636046	0.0010913317583676912	-0.007439335758769215	0.001350302956291634	-0.011410475269410488	-0.004490499253926742	0.0007608110705483485	-0.011719920839361785	-0.008633138852157517	-0.008423261673125189
